step,timestamp,mode,total_waiting_time,baseline_waiting_time,total_queue,total_throughput,rl_gain
64,1776333822.431612,sumo,1106.0,1130.6,48.0,14.912,24.59999999999991
65,1776333823.4474866,sumo,1155.0,1180.8,54.0,15.454,25.799999999999955
66,1776333824.4664183,sumo,1204.0,1229.0,50.0,15.514,25.0
67,1776333825.5215669,sumo,1256.0,1281.6,53.0,15.751,25.59999999999991
68,1776333826.5256553,sumo,1312.0,1338.4,57.0,15.784,26.40000000000009
69,1776333827.5024064,sumo,1370.0,1396.6,58.0,15.888,26.59999999999991
70,1776333828.5147498,sumo,1428.0,1454.8,59.0,15.925,26.799999999999955
71,1776333829.505557,sumo,1488.0,1515.2,61.0,15.168,27.200000000000045
72,1776333830.514866,sumo,1550.0,1577.4,62.0,14.812,27.40000000000009
73,1776333831.5330238,sumo,1613.0,1640.8,64.0,14.608,27.799999999999955
74,1776333832.6213558,sumo,1679.0,1707.4,67.0,14.329,28.40000000000009
75,1776333833.6236663,sumo,1749.0,1778.2,71.0,13.839,29.200000000000045
76,1776333834.6444402,sumo,1822.0,1851.6,73.0,13.719,29.59999999999991
77,1776333835.577191,sumo,1897.0,1927.2,76.0,13.757,30.200000000000045
78,1776333836.5804563,sumo,1976.0,2006.8,79.0,13.675,30.799999999999955
79,1776333837.5946898,sumo,2055.0,2086.0,80.0,13.673,31.0
80,1776333838.5946565,sumo,2135.0,2166.0,80.0,13.621,31.0
81,1776333839.6146588,sumo,2216.0,2248.4,87.0,13.466,32.40000000000009
82,1776333840.601438,sumo,2299.0,2330.8,84.0,13.637,31.800000000000182
83,1776333841.618543,sumo,2382.0,2413.6,83.0,13.67,31.59999999999991
84,1776333842.6500442,sumo,2466.0,2498.0,85.0,13.042,32.0
85,1776333843.6575284,sumo,2551.0,2583.0,85.0,13.313,32.0
86,1776333844.6697795,sumo,2636.0,2669.4,92.0,13.734,33.40000000000009
87,1776333845.6781824,sumo,2722.0,2754.2,86.0,14.266,32.19999999999982
88,1776333846.6972282,sumo,2807.0,2839.4,87.0,14.529,32.40000000000009
89,1776333847.703786,sumo,2894.0,2926.6,88.0,14.699,32.59999999999991
90,1776333848.6983588,sumo,2981.0,3013.4,87.0,14.539,32.40000000000009
91,1776333849.7148762,sumo,3068.0,3100.6,88.0,14.625,32.59999999999991
92,1776333850.7056,sumo,3157.0,3190.0,90.0,14.512,33.0
93,1776333851.7375507,sumo,3250.0,3283.6,93.0,14.454,33.59999999999991
94,1776333852.7537012,sumo,3345.0,3379.4,97.0,14.173,34.40000000000009
95,1776333853.7582898,sumo,3440.0,3474.0,95.0,13.828,34.0
96,1776333854.7636275,sumo,3536.0,3570.2,96.0,13.629,34.19999999999982
97,1776333855.777347,sumo,3634.0,3669.0,100.0,13.259,35.0
98,1776333856.824219,sumo,3734.0,3769.0,100.0,13.167,35.0
99,1776333857.8035932,sumo,3839.0,3875.2,106.0,13.308,36.19999999999982
100,1776333858.8090365,sumo,3944.0,3980.0,105.0,13.335,36.0
101,1776333859.8200812,sumo,4049.0,4086.2,111.0,13.321,37.19999999999982
102,1776333860.8359015,sumo,4155.0,4191.2,106.0,13.186,36.19999999999982
103,1776333861.8412201,sumo,4261.0,4297.6,108.0,12.743,36.600000000000364
104,1776333862.8505979,sumo,4368.0,4404.4,107.0,12.692,36.399999999999636
105,1776333863.8761616,sumo,4477.0,4513.8,109.0,13.076,36.80000000000018
106,1776333864.8724878,sumo,4587.0,4624.4,112.0,12.94,37.399999999999636
107,1776333865.8930528,sumo,4698.0,4736.2,116.0,12.911,38.19999999999982
108,1776333866.9095821,sumo,4809.0,4846.4,112.0,13.213,37.399999999999636
109,1776333867.9089005,sumo,4922.0,4959.8,114.0,13.022,37.80000000000018
110,1776333868.9199643,sumo,5035.0,5072.6,113.0,13.002,37.600000000000364
111,1776333869.9374425,sumo,5149.0,5187.0,115.0,12.88,38.0
112,1776333870.9436846,sumo,5263.0,5301.0,115.0,12.719,38.0
113,1776333871.958673,sumo,5383.0,5422.0,120.0,12.827,39.0
114,1776333872.974495,sumo,5504.0,5543.6,123.0,12.822,39.600000000000364
115,1776333873.989522,sumo,5626.0,5665.4,122.0,12.594,39.399999999999636
116,1776333875.0140657,sumo,5749.0,5788.8,124.0,12.496,39.80000000000018
117,1776333876.0065362,sumo,5873.0,5913.0,125.0,12.005,40.0
118,1776333877.0166276,sumo,6001.0,6041.6,128.0,12.046,40.600000000000364
119,1776333878.0297706,sumo,6132.0,6173.4,132.0,12.021,41.399999999999636
120,1776333879.0447118,sumo,6265.0,6306.6,133.0,11.948,41.600000000000364
121,1776333880.0770898,sumo,6398.0,6440.8,139.0,11.953,42.80000000000018
122,1776333881.0902662,sumo,6531.0,6572.8,134.0,12.082,41.80000000000018
123,1776333882.0871778,sumo,6664.0,6705.6,133.0,12.104,41.600000000000364
124,1776333883.0884056,sumo,6799.0,6841.2,136.0,12.124,42.19999999999982
125,1776333884.1228209,sumo,6934.0,6976.0,135.0,12.172,42.0
126,1776333885.115019,sumo,7070.0,7112.4,137.0,12.387,42.399999999999636
127,1776333886.1566138,sumo,7206.0,7248.6,138.0,12.334,42.600000000000364
128,1776333887.1465123,sumo,7344.0,7386.6,138.0,12.142,42.600000000000364
129,1776333888.1512618,sumo,7483.0,7526.8,144.0,12.108,43.80000000000018
130,1776333889.1630516,sumo,7622.0,7665.2,141.0,11.339,43.19999999999982
131,1776333890.2063568,sumo,7762.0,7805.0,140.0,11.488,43.0
132,1776333891.1693418,sumo,7907.0,7951.2,146.0,11.656,44.19999999999982
133,1776333892.159018,sumo,8054.0,8098.4,147.0,11.902,44.399999999999636
134,1776333893.1871095,sumo,8202.0,8246.6,148.0,11.996,44.600000000000364
135,1776333894.2056127,sumo,8352.0,8397.2,151.0,11.961,45.20000000000073
136,1776333895.2362866,sumo,8502.0,8547.0,150.0,12.113,45.0
137,1776333896.2054176,sumo,8652.0,8697.2,151.0,12.047,45.20000000000073
138,1776333897.2042844,sumo,8648.0,8692.6,148.0,11.892,44.600000000000364
139,1776333898.228431,sumo,8651.0,8695.4,147.0,11.818,44.399999999999636
140,1776333899.2145262,sumo,8664.0,8708.8,149.0,11.803,44.79999999999927
141,1776333900.2284496,sumo,8687.0,8732.4,152.0,10.832,45.399999999999636
142,1776333901.2382655,sumo,8724.0,8768.2,146.0,11.321,44.20000000000073
143,1776333902.2455192,sumo,8766.0,8809.8,144.0,11.503,43.79999999999927
144,1776333903.2805755,sumo,8814.0,8857.8,144.0,11.535,43.79999999999927
145,1776333904.3253849,sumo,8869.0,8912.4,142.0,11.717,43.399999999999636
146,1776333905.3337817,sumo,8927.0,8969.8,139.0,11.891,42.79999999999927
147,1776333906.3213472,sumo,8990.0,9032.6,138.0,11.639,42.600000000000364
148,1776333907.3256676,sumo,9099.0,9141.6,138.0,11.277,42.600000000000364
149,1776333908.333819,sumo,9194.0,9236.4,137.0,11.492,42.399999999999636
150,1776333909.350816,sumo,9270.0,9313.2,141.0,11.589,43.20000000000073
151,1776333910.3547318,sumo,9355.0,9397.0,135.0,11.67,42.0
152,1776333911.362378,sumo,9444.0,9486.0,135.0,11.152,42.0
153,1776333912.3862498,sumo,9556.0,9598.4,137.0,11.562,42.399999999999636
154,1776333913.3803515,sumo,9670.0,9712.4,137.0,11.727,42.399999999999636
155,1776333914.4036252,sumo,9807.0,9849.6,138.0,11.946,42.600000000000364
156,1776333915.418726,sumo,9945.0,9987.6,138.0,12.025,42.600000000000364
157,1776333916.4235406,sumo,10085.0,10128.2,141.0,11.929,43.20000000000073
158,1776333917.4494615,sumo,10225.0,10268.2,141.0,11.807,43.20000000000073
159,1776333918.4502227,sumo,10367.0,10410.4,142.0,11.893,43.399999999999636
160,1776333919.4991748,sumo,10509.0,10552.8,144.0,11.862,43.79999999999927
161,1776333920.45307,sumo,10657.0,10702.8,154.0,11.958,45.79999999999927
162,1776333921.4844031,sumo,10804.0,10848.6,148.0,12.116,44.600000000000364
163,1776333922.4871392,sumo,10954.0,10999.4,152.0,12.081,45.399999999999636
164,1776333923.4954786,sumo,11105.0,11150.2,151.0,12.298,45.20000000000073
165,1776333924.512638,sumo,11259.0,11304.8,154.0,12.376,45.79999999999927
166,1776333925.5352607,sumo,11413.0,11459.0,155.0,12.179,46.0
167,1776333926.525186,sumo,11568.0,11614.2,156.0,12.313,46.20000000000073
168,1776333927.543157,sumo,11725.0,11771.6,158.0,11.837,46.600000000000364
169,1776333928.5376334,sumo,11882.0,11928.4,157.0,11.444,46.399999999999636
170,1776333929.549694,sumo,12043.0,12090.4,162.0,11.211,47.399999999999636
171,1776333930.5625055,sumo,12209.0,12258.4,172.0,11.273,49.399999999999636
172,1776333931.582317,sumo,12378.0,12426.8,169.0,11.507,48.79999999999927
173,1776333932.585446,sumo,12548.0,12597.2,171.0,11.516,49.20000000000073
174,1776333933.6013243,sumo,12719.0,12768.4,172.0,11.552,49.399999999999636
175,1776333934.6115177,sumo,12890.0,12939.2,171.0,11.335,49.20000000000073
176,1776333935.6230822,sumo,13062.0,13111.6,173.0,11.412,49.600000000000364
177,1776333936.6500301,sumo,13236.0,13286.0,175.0,11.175,50.0
178,1776333937.6506822,sumo,13414.0,13464.8,179.0,10.633,50.79999999999927
179,1776333938.6581857,sumo,13594.0,13645.0,180.0,10.715,51.0
180,1776333939.6713216,sumo,13772.0,13822.8,179.0,10.567,50.79999999999927
181,1776333940.6699758,sumo,13955.0,14008.0,190.0,10.219,53.0
182,1776333941.6995046,sumo,14142.0,14194.4,187.0,10.218,52.399999999999636
183,1776333942.7065613,sumo,14330.0,14382.8,189.0,10.182,52.79999999999927
184,1776333943.7502885,sumo,14521.0,14574.4,192.0,10.261,53.399999999999636
185,1776333944.7134948,sumo,14714.0,14767.6,193.0,10.451,53.600000000000364
186,1776333945.74475,sumo,14908.0,14962.2,196.0,10.31,54.20000000000073
187,1776333946.7624571,sumo,14521.0,14574.6,193.0,10.458,53.600000000000364
188,1776333947.7641056,sumo,14162.0,14215.0,190.0,10.306,53.0
189,1776333948.778382,sumo,13825.0,13877.4,187.0,10.087,52.399999999999636
190,1776333949.8122623,sumo,13499.0,13551.0,185.0,8.702,52.0
191,1776333950.812343,sumo,13181.0,13233.0,185.0,8.8,52.0
192,1776333951.8047235,sumo,12862.0,12914.4,187.0,9.424,52.399999999999636
193,1776333952.818513,sumo,12552.0,12602.8,179.0,8.827,50.79999999999927
194,1776333953.8397324,sumo,12452.0,12502.6,178.0,9.205,50.600000000000364
195,1776333954.8582582,sumo,12349.0,12399.2,176.0,9.359,50.20000000000073
196,1776333955.943489,sumo,12217.0,12266.4,172.0,9.789,49.399999999999636
197,1776333956.8761327,sumo,12211.0,12260.6,173.0,9.648,49.600000000000364
198,1776333957.8807282,sumo,12200.0,12248.6,168.0,9.927,48.600000000000364
199,1776333958.8998916,sumo,12123.0,12171.0,165.0,9.416,48.0
200,1776333959.9423745,sumo,12117.0,12164.8,164.0,9.255,47.79999999999927
201,1776333960.9413674,sumo,12114.0,12162.8,169.0,9.336,48.79999999999927
202,1776333961.9234483,sumo,12059.0,12107.2,166.0,8.965,48.20000000000073
203,1776333962.9622705,sumo,12071.0,12119.0,165.0,8.343,48.0
204,1776333963.9722571,sumo,11985.0,12032.6,163.0,7.888,47.600000000000364
205,1776333964.9731464,sumo,11901.0,11947.4,157.0,7.59,46.399999999999636
206,1776333966.0131557,sumo,11906.0,11952.0,155.0,7.261,46.0
207,1776333967.024874,sumo,11832.0,11877.2,151.0,6.825,45.20000000000073
208,1776333968.0252125,sumo,11767.0,11811.8,149.0,6.727,44.79999999999927
209,1776333969.0144165,sumo,11709.0,11753.6,148.0,6.892,44.600000000000364
210,1776333970.024522,sumo,11661.0,11705.4,147.0,7.599,44.399999999999636
211,1776333971.0300822,sumo,11758.0,11803.2,151.0,7.04,45.20000000000073
212,1776333972.0228055,sumo,11801.0,11845.4,147.0,7.449,44.399999999999636
213,1776333973.0466027,sumo,11712.0,11756.6,148.0,7.517,44.600000000000364
214,1776333974.0643914,sumo,11718.0,11761.0,140.0,7.46,43.0
215,1776333975.0684602,sumo,11745.0,11787.6,138.0,7.006,42.600000000000364
216,1776333976.1033857,sumo,11738.0,11781.2,141.0,7.318,43.20000000000073
217,1776333977.0931895,sumo,11805.0,11848.0,140.0,7.456,43.0
218,1776333978.124738,sumo,11929.0,11972.6,143.0,7.468,43.600000000000364
219,1776333979.113294,sumo,12010.0,12054.0,145.0,7.77,44.0
220,1776333980.1255732,sumo,12098.0,12142.2,146.0,7.63,44.20000000000073
221,1776333981.1163926,sumo,12199.0,12244.2,151.0,7.426,45.20000000000073
222,1776333982.1492155,sumo,12334.0,12379.0,150.0,7.167,45.0
223,1776333983.156188,sumo,12484.0,12530.0,155.0,8.159,46.0
224,1776333984.1802495,sumo,12645.0,12692.4,162.0,8.254,47.399999999999636
225,1776333985.1924074,sumo,12807.0,12854.6,163.0,8.323,47.600000000000364
226,1776333986.2032752,sumo,12973.0,13021.8,169.0,8.219,48.79999999999927
227,1776333987.2357347,sumo,13145.0,13194.4,172.0,7.814,49.399999999999636
228,1776333988.2637894,sumo,13322.0,13372.6,178.0,7.614,50.600000000000364
229,1776333989.2335987,sumo,13505.0,13556.6,183.0,7.466,51.600000000000364
230,1776333990.242303,sumo,13698.0,13752.0,195.0,7.085,54.0
231,1776333991.2894368,sumo,13897.0,13952.0,200.0,6.405,55.0
232,1776333992.268245,sumo,14102.0,14158.2,206.0,8.043,56.20000000000073
233,1776333993.2744327,sumo,14315.0,14372.6,213.0,8.011,57.600000000000364
234,1776333994.2971115,sumo,14530.0,14589.4,222.0,7.759,59.399999999999636
235,1776333995.282477,sumo,14748.0,14806.8,219.0,7.707,58.79999999999927
236,1776333996.348432,sumo,14972.0,15032.0,225.0,7.297,60.0
237,1776333997.313165,sumo,15200.0,15261.0,230.0,7.172,61.0
238,1776333998.321305,sumo,15431.0,15492.2,231.0,6.965,61.20000000000073
239,1776333999.316085,sumo,15667.0,15729.2,236.0,7.218,62.20000000000073
240,1776334000.3233674,sumo,15904.0,15966.8,239.0,7.221,62.79999999999927
241,1776334001.342317,sumo,16143.0,16206.8,244.0,7.338,63.79999999999927
242,1776334002.366414,sumo,16384.0,16447.6,243.0,7.311,63.599999999998545
243,1776334003.3664324,sumo,16628.0,16692.0,245.0,7.341,64.0
244,1776334004.3891578,sumo,16876.0,16940.8,249.0,7.556,64.79999999999927
245,1776334005.3820722,sumo,17127.0,17192.4,252.0,7.39,65.40000000000146
246,1776334006.398702,sumo,17379.0,17444.4,252.0,7.152,65.40000000000146
247,1776334007.414945,sumo,17633.0,17698.8,254.0,6.708,65.79999999999927
248,1776334008.420518,sumo,17891.0,17957.8,259.0,6.67,66.79999999999927
249,1776334009.5182974,sumo,18152.0,18219.2,261.0,6.659,67.20000000000073
250,1776334010.459102,sumo,18417.0,18485.0,265.0,6.527,68.0
251,1776334011.4523227,sumo,18683.0,18751.4,267.0,6.339,68.40000000000146
252,1776334012.4651601,sumo,18950.0,19018.4,267.0,6.43,68.40000000000146
253,1776334013.4635828,sumo,19218.0,19286.6,268.0,6.433,68.59999999999854
254,1776334014.4860833,sumo,19486.0,19554.8,269.0,6.299,68.79999999999927
255,1776334015.5035188,sumo,19754.0,19822.6,268.0,6.249,68.59999999999854
256,1776334016.530667,sumo,20023.0,20092.8,274.0,6.267,69.79999999999927
257,1776334017.5264685,sumo,20292.0,20361.0,270.0,6.326,69.0
258,1776334018.525763,sumo,20562.0,20631.0,270.0,6.396,69.0
259,1776334019.5584855,sumo,20832.0,20901.0,270.0,6.544,69.0
260,1776334020.5531263,sumo,21102.0,21171.0,270.0,6.641,69.0
261,1776334021.5814383,sumo,21372.0,21442.0,275.0,6.587,70.0
262,1776334022.6007402,sumo,21643.0,21712.4,272.0,6.441,69.40000000000146
263,1776334023.5772703,sumo,21915.0,21984.4,272.0,6.319,69.40000000000146
264,1776334024.582244,sumo,22189.0,22258.8,274.0,6.392,69.79999999999927
265,1776334025.580393,sumo,22466.0,22536.6,278.0,6.395,70.59999999999854
266,1776334026.592609,sumo,22743.0,22813.4,277.0,6.345,70.40000000000146
267,1776334027.6070452,sumo,23021.0,23091.6,278.0,6.196,70.59999999999854
268,1776334028.6082253,sumo,23300.0,23371.0,280.0,6.11,71.0
269,1776334029.672224,sumo,23580.0,23651.0,280.0,6.135,71.0
270,1776334030.6343737,sumo,23863.0,23934.6,283.0,6.186,71.59999999999854
271,1776334031.6320128,sumo,24147.0,24219.0,285.0,6.216,72.0
272,1776334032.6434531,sumo,24431.0,24502.8,284.0,6.249,71.79999999999927
273,1776334033.6981864,sumo,24715.0,24786.8,284.0,6.247,71.79999999999927
274,1776334034.713116,sumo,24999.0,25071.0,285.0,6.225,72.0
275,1776334035.8732526,sumo,25284.0,25356.0,285.0,6.226,72.0
276,1776334036.8111005,sumo,25570.0,25642.4,287.0,6.176,72.40000000000146
277,1776334037.8768814,sumo,25856.0,25929.2,291.0,6.181,73.20000000000073
278,1776334038.844411,sumo,26142.0,26214.2,286.0,6.264,72.20000000000073
279,1776334039.722601,sumo,26429.0,26501.6,288.0,6.294,72.59999999999854
280,1776334040.7661426,sumo,26716.0,26788.4,287.0,6.355,72.40000000000146
281,1776334041.8044903,sumo,27003.0,27076.6,293.0,6.388,73.59999999999854
282,1776334042.742428,sumo,27290.0,27362.4,287.0,6.407,72.40000000000146
283,1776334043.7622144,sumo,27578.0,27650.6,288.0,6.332,72.59999999999854
284,1776334044.776258,sumo,27867.0,27940.0,290.0,6.288,73.0
285,1776334045.8203378,sumo,28159.0,28232.4,292.0,6.33,73.40000000000146
286,1776334046.7909927,sumo,28453.0,28526.8,294.0,6.239,73.79999999999927
287,1776334047.7835188,sumo,28748.0,28822.2,296.0,6.129,74.20000000000073
288,1776334048.8290498,sumo,29046.0,29120.6,298.0,6.117,74.59999999999854
289,1776334049.8380764,sumo,29346.0,29421.2,301.0,6.099,75.20000000000073
290,1776334050.8460975,sumo,29647.0,29722.2,301.0,6.091,75.20000000000073
291,1776334051.8572152,sumo,29948.0,30023.2,301.0,6.086,75.20000000000073
292,1776334052.8523252,sumo,30250.0,30325.6,303.0,6.09,75.59999999999854
293,1776334053.8766751,sumo,30552.0,30627.4,302.0,6.068,75.40000000000146
294,1776334054.8722053,sumo,30854.0,30929.4,302.0,6.058,75.40000000000146
295,1776334055.898373,sumo,31157.0,31232.6,303.0,6.072,75.59999999999854
296,1776334056.902087,sumo,31461.0,31537.0,305.0,6.08,76.0
297,1776334057.9422884,sumo,31765.0,31840.8,304.0,6.069,75.79999999999927
298,1776334058.9423246,sumo,32069.0,32146.0,310.0,6.048,77.0
299,1776334060.0492866,sumo,32373.0,32448.8,304.0,6.102,75.79999999999927
300,1776334060.9655323,sumo,32678.0,32754.0,305.0,6.165,76.0
301,1776334061.9843411,sumo,32984.0,33061.4,312.0,6.231,77.40000000000146
302,1776334062.9626036,sumo,32942.0,33017.4,302.0,6.329,75.40000000000146
303,1776334063.9891589,sumo,32900.0,32974.8,299.0,6.294,74.80000000000291
304,1776334064.9937415,sumo,32856.0,32929.8,294.0,6.292,73.80000000000291
305,1776334066.0305994,sumo,32815.0,32888.4,292.0,4.911,73.40000000000146
306,1776334067.0270534,sumo,32778.0,32851.8,294.0,4.871,73.80000000000291
307,1776334068.0100849,sumo,32741.0,32814.0,290.0,4.973,73.0
308,1776334069.0532992,sumo,32703.0,32775.8,289.0,5.294,72.80000000000291
309,1776334070.0563045,sumo,32747.0,32819.8,289.0,5.271,72.80000000000291
310,1776334071.057031,sumo,32870.0,32942.2,286.0,5.479,72.19999999999709
311,1776334072.1432948,sumo,32827.0,32898.6,283.0,5.604,71.59999999999854
312,1776334073.0760937,sumo,32784.0,32855.0,280.0,5.786,71.0
313,1776334074.0962212,sumo,32820.0,32890.4,277.0,5.815,70.40000000000146
314,1776334075.0933297,sumo,32169.0,32238.2,271.0,5.89,69.20000000000073
315,1776334076.1124032,sumo,29530.0,29597.0,260.0,5.794,67.0
316,1776334077.1105804,sumo,26750.0,26814.4,247.0,5.957,64.40000000000146
317,1776334078.136362,sumo,24149.0,24211.2,236.0,5.865,62.20000000000073
318,1776334079.1427827,sumo,21891.0,21951.2,226.0,5.842,60.20000000000073
319,1776334080.1732433,sumo,19637.0,19696.6,223.0,5.776,59.599999999998545
320,1776334081.1613615,sumo,17152.0,17209.2,211.0,5.916,57.20000000000073
321,1776334082.1824534,sumo,14860.0,14916.2,206.0,5.932,56.20000000000073
322,1776334083.1841328,sumo,12773.0,12826.8,194.0,6.08,53.79999999999927
323,1776334084.1914625,sumo,11444.0,11497.4,192.0,5.822,53.399999999999636
324,1776334085.2183354,sumo,9755.0,9806.8,184.0,5.821,51.79999999999927
325,1776334086.2116451,sumo,8378.0,8429.2,181.0,5.777,51.20000000000073
326,1776334087.2550716,sumo,7474.0,7526.0,185.0,5.626,52.0
327,1776334088.240285,sumo,6184.0,6235.0,180.0,5.822,51.0
328,1776334089.2681987,sumo,5275.0,5326.0,180.0,5.538,51.0
329,1776334090.3122177,sumo,4629.0,4679.0,175.0,5.413,50.0
330,1776334091.2825139,sumo,4093.0,4141.8,169.0,5.188,48.80000000000018
331,1776334092.298283,sumo,3754.0,3803.8,174.0,5.531,49.80000000000018
332,1776334093.3320882,sumo,3471.0,3521.0,175.0,5.338,50.0
333,1776334094.3134704,sumo,3232.0,3282.2,176.0,5.151,50.19999999999982
334,1776334095.3634186,sumo,3074.0,3125.6,183.0,4.712,51.59999999999991
335,1776334096.3591275,sumo,3109.0,3161.8,189.0,4.152,52.80000000000018
336,1776334097.3603854,sumo,3074.0,3128.4,197.0,3.545,54.40000000000009
337,1776334098.356081,sumo,3202.0,3258.6,208.0,3.19,56.59999999999991
338,1776334099.3779497,sumo,3287.0,3344.6,213.0,3.122,57.59999999999991
339,1776334100.401537,sumo,3127.0,3184.2,211.0,3.292,57.19999999999982
340,1776334101.4124644,sumo,2948.0,3007.4,222.0,3.317,59.40000000000009
341,1776334102.4152477,sumo,2776.0,2833.4,212.0,3.547,57.40000000000009
342,1776334103.4171069,sumo,2622.0,2678.2,206.0,3.82,56.19999999999982
343,1776334104.4505262,sumo,2609.0,2664.4,202.0,3.471,55.40000000000009
344,1776334105.3995063,sumo,2570.0,2623.6,193.0,3.982,53.59999999999991
345,1776334106.3847299,sumo,2559.0,2611.6,188.0,4.403,52.59999999999991
346,1776334107.5226452,sumo,2687.0,2739.4,187.0,5.012,52.40000000000009
347,1776334108.4414237,sumo,2850.0,2903.2,191.0,5.309,53.19999999999982
348,1776334109.4601254,sumo,3001.0,3054.0,190.0,5.573,53.0
349,1776334110.4745433,sumo,3155.0,3208.0,190.0,5.787,53.0
350,1776334111.4841497,sumo,3315.0,3368.0,190.0,5.776,53.0
351,1776334112.4898803,sumo,3478.0,3531.6,193.0,6.243,53.59999999999991
352,1776334113.4944534,sumo,3644.0,3697.2,191.0,6.228,53.19999999999982
353,1776334114.5343032,sumo,3806.0,3859.8,194.0,7.31,53.80000000000018
354,1776334115.4722273,sumo,3957.0,4010.2,191.0,7.568,53.19999999999982
355,1776334116.524266,sumo,4114.0,4166.2,186.0,7.808,52.19999999999982
356,1776334117.5353467,sumo,4282.0,4334.6,188.0,7.938,52.600000000000364
357,1776334118.5360906,sumo,4440.0,4492.4,187.0,7.214,52.399999999999636
358,1776334119.5464218,sumo,4598.0,4650.4,187.0,7.67,52.399999999999636
359,1776334120.5760934,sumo,4767.0,4819.6,188.0,7.644,52.600000000000364
360,1776334121.5555096,sumo,4934.0,4986.6,188.0,7.097,52.600000000000364
361,1776334122.6402516,sumo,5110.0,5165.4,202.0,7.435,55.399999999999636
362,1776334123.5911577,sumo,5284.0,5337.0,190.0,7.797,53.0
363,1776334124.5944548,sumo,5460.0,5513.2,191.0,8.287,53.19999999999982
364,1776334125.6262805,sumo,5636.0,5689.8,194.0,7.903,53.80000000000018
365,1776334126.637231,sumo,5811.0,5864.2,191.0,7.557,53.19999999999982
366,1776334127.6414187,sumo,5989.0,6042.8,194.0,7.724,53.80000000000018
367,1776334128.663469,sumo,6173.0,6227.2,196.0,7.815,54.19999999999982
368,1776334129.8023937,sumo,6351.0,6405.4,197.0,8.024,54.399999999999636
369,1776334130.7061782,sumo,6536.0,6590.8,199.0,8.268,54.80000000000018
370,1776334131.707209,sumo,6725.0,6779.8,199.0,8.373,54.80000000000018
371,1776334132.7110093,sumo,6919.0,6974.0,200.0,8.647,55.0
372,1776334133.7260764,sumo,7115.0,7171.0,205.0,8.881,56.0
373,1776334134.7829576,sumo,7310.0,7365.4,202.0,9.398,55.399999999999636
374,1776334135.8693938,sumo,7509.0,7564.4,202.0,9.308,55.399999999999636
375,1776334136.7843912,sumo,7711.0,7767.2,206.0,9.69,56.19999999999982
376,1776334137.760831,sumo,7915.0,7971.2,206.0,9.691,56.19999999999982
377,1776334138.7621691,sumo,8122.0,8178.6,208.0,9.795,56.600000000000364
378,1776334139.8183255,sumo,8332.0,8389.0,210.0,9.767,57.0
379,1776334140.8362048,sumo,8545.0,8602.8,214.0,10.296,57.79999999999927
380,1776334141.8564153,sumo,8763.0,8821.8,219.0,10.099,58.79999999999927
381,1776334142.8431077,sumo,8979.0,9038.4,222.0,10.112,59.399999999999636
382,1776334143.8090706,sumo,9200.0,9259.4,222.0,10.129,59.399999999999636
383,1776334144.9052563,sumo,9425.0,9486.2,231.0,10.182,61.20000000000073
384,1776334145.9173727,sumo,9651.0,9711.4,227.0,10.269,60.399999999999636
385,1776334147.0189848,sumo,9883.0,9944.8,234.0,10.235,61.79999999999927
386,1776334147.8900888,sumo,10121.0,10183.6,238.0,10.349,62.600000000000364
387,1776334148.8780165,sumo,10362.0,10425.4,242.0,10.106,63.399999999999636
388,1776334149.8920128,sumo,10609.0,10673.6,248.0,10.499,64.60000000000036
389,1776334150.9222724,sumo,10864.0,10930.2,256.0,10.275,66.20000000000073
390,1776334151.9473343,sumo,11123.0,11189.8,259.0,10.079,66.79999999999927
391,1776334152.9369843,sumo,11386.0,11453.8,264.0,9.886,67.79999999999927
392,1776334154.0322661,sumo,11654.0,11722.8,269.0,9.437,68.79999999999927
393,1776334154.9878757,sumo,11926.0,11995.4,272.0,9.386,69.39999999999964
394,1776334155.9361453,sumo,12202.0,12272.4,277.0,9.288,70.39999999999964
395,1776334157.048449,sumo,12483.0,12554.4,282.0,9.089,71.39999999999964
396,1776334158.002494,sumo,12767.0,12838.8,284.0,8.807,71.79999999999927
397,1776334158.9661381,sumo,13055.0,13127.6,288.0,9.671,72.60000000000036
398,1776334160.0283003,sumo,13346.0,13419.6,293.0,9.077,73.60000000000036
399,1776334161.143054,sumo,13640.0,13713.8,294.0,9.239,73.79999999999927
400,1776334162.0665472,sumo,13937.0,14011.6,298.0,9.382,74.60000000000036
401,1776334163.068517,sumo,14233.0,14308.6,303.0,9.481,75.60000000000036
402,1776334164.0345109,sumo,14532.0,14606.8,299.0,9.512,74.79999999999927
403,1776334165.055008,sumo,14834.0,14909.6,303.0,9.56,75.60000000000036
404,1776334166.2062025,sumo,15141.0,15218.6,313.0,9.821,77.60000000000036
405,1776334167.0692048,sumo,15449.0,15525.6,308.0,9.883,76.60000000000036
406,1776334168.1046102,sumo,15758.0,15835.0,310.0,9.277,77.0
407,1776334169.0780265,sumo,16068.0,16145.0,310.0,9.637,77.0
408,1776334170.1401439,sumo,16381.0,16458.8,314.0,9.574,77.79999999999927
409,1776334171.1692202,sumo,16697.0,16775.4,317.0,9.545,78.40000000000146
410,1776334172.1593654,sumo,17015.0,17093.6,318.0,9.608,78.59999999999854
411,1776334173.129023,sumo,17333.0,17412.0,320.0,9.502,79.0
412,1776334174.1372342,sumo,17654.0,17733.2,321.0,9.585,79.20000000000073
